userName,content,score,thumbsUpCount,reviewCreatedVersion,at,cleaned_content,sentiment_score,sentiment_label,review_length
Ahmet Durmaz,sonraki kısma atladım ama beni tümünü tamamlamışım gibi en sona attı.,3,0,6.19.2,2025-04-27 09:25:37,sonraki ksma atladm ama beni tmn tamamlamm gibi en sona att,0.0,neutral,11
Zoey B,Very help when learning HIGHTLY recommend,5,0,6.27.4,2025-04-27 09:23:07,very help when learning hightly recommend,0.6697,positive,6
Ankita,excellent app,5,0,6.27.4,2025-04-27 09:22:04,excellent app,0.5719,positive,2
Mahipal Singh,very good for learning different languages. It helps us stay dedicated as well,5,0,6.27.4,2025-04-27 09:20:38,very good for learning different languages it helps us stay dedicated as well,0.8718,positive,13
آدم موسى,nice but have a problem with me about a money I'm student have school I don't have any money,5,0,6.26.2,2025-04-27 09:17:44,nice but have a problem with me about a money im student have school i dont have any money,-0.3919,negative,19
charlene williams,not letting me make aco 😡,1,0,5.159.4,2025-04-27 09:17:36,not letting me make aco,0.0,neutral,5
Judith Kuykendall,this app is helping me learn France and math and music and Japanese and this app will help you do it everyday when you need help It has all the language so you can learn any of them so go get this app,5,0,6.26.2,2025-04-27 09:17:05,this app is helping me learn france and math and music and japanese and this app will help you do it everyday when you need help it has all the language so you can learn any of them so go get this app,0.765,positive,43
Dheerendra Nishad,This app is nice I can now learn japanese and in school I can show everyone I can speak japanese I gave this app 5 star rating :),5,0,6.26.2,2025-04-27 09:16:23,this app is nice i can now learn japanese and in school i can show everyone i can speak japanese i gave this app 5 star rating,0.4215,positive,27
Urielle Cinderella,so much fun and I learned so much nice app,5,0,6.27.4,2025-04-27 09:16:14,so much fun and i learned so much nice app,0.7688,positive,10
Mim 1234,best,5,0,6.27.4,2025-04-27 09:15:23,best,0.6369,positive,1
Suraja Parvin,great 👍,5,0,6.27.4,2025-04-27 09:15:18,great,0.6249,positive,1
Renata Memole,everyone should try,5,0,6.27.4,2025-04-27 09:14:47,everyone should try,0.0,neutral,3
Astha Srivastava,I love this app,5,0,6.27.4,2025-04-27 09:14:40,i love this app,0.6369,positive,4
Charity Lungu,amazing work with the designers,5,0,6.27.4,2025-04-27 09:14:28,amazing work with the designers,0.5859,positive,5
yurish baluyut,Its nice but it was kinda laggy,2,0,,2025-04-27 09:13:31,its nice but it was kinda laggy,0.2263,positive,7
Athena (theredchef),Fun learning tool with game-like progress!,5,0,6.26.2,2025-04-27 09:13:16,fun learning tool with gamelike progress,0.7269,positive,6
ritu kumawat,I'm learning Greek and it's so amazing! I'm really happy because I'm able to communicate with other Greeks :),5,0,5.121.10,2025-04-27 09:12:31,im learning greek and its so amazing im really happy because im able to communicate with other greeks,0.8708,positive,18
Abdul Sami,"It's quite useful and engaging but learning process is a bit slow for some languages but anyone willing to learn will find it very useful, only down side that Forced me to give a 4 star rating is that they use self made ads on top of sponsor ads trying to shove there subscription down your throat.......!!! forcing one to buy subscription.",4,0,6.27.4,2025-04-27 09:11:34,its quite useful and engaging but learning process is a bit slow for some languages but anyone willing to learn will find it very useful only down side that forced me to give a 4 star rating is that they use self made ads on top of sponsor ads trying to shove there subscription down your throat forcing one to buy subscription,0.6617,positive,62
齐//thomas//,app doesn't open anymore,1,0,6.27.4,2025-04-27 09:11:18,app doesnt open anymore,0.0,neutral,4
Mariem Metwaly,excellent,5,0,6.27.4,2025-04-27 09:10:12,excellent,0.5719,positive,1
Dietmar Gring,"I've a lot of fun, refreshing my Espanol with Duolingo!",5,0,6.27.4,2025-04-27 09:09:57,ive a lot of fun refreshing my espanol with duolingo,0.5106,positive,10
Sierra G,it helps me with no speaking it's the best of thank you to a lingo for doing this for us you made the best app good job Duolingo I'm doing really good on this,5,0,,2025-04-27 09:09:35,it helps me with no speaking its the best of thank you to a lingo for doing this for us you made the best app good job duolingo im doing really good on this,0.9524,positive,34
Ahmad Haha,im learning spanish,5,0,,2025-04-27 09:08:39,im learning spanish,0.0,neutral,3
Apurva,very enjoyable in learning a new language.,5,0,6.26.2,2025-04-27 09:08:25,very enjoyable in learning a new language,0.4927,positive,7
Sully H,Unfortunately the app clashes with my keyboard and makes typing an answer almost impossible. the keyboard now covers the app and I can't see what I'm writing . this is new with the update . please fix it. I am a paying subscriber for more than 2 years. I tried to update my keyboard and then I actually changed the keyboard app and the problem is still the same . this was never a problem before this new duo app update so I can only assume it has to do with Duolingo,1,2,6.27.4,2025-04-27 09:07:47,unfortunately the app clashes with my keyboard and makes typing an answer almost impossible the keyboard now covers the app and i cant see what im writing this is new with the update please fix it i am a paying subscriber for more than 2 years i tried to update my keyboard and then i actually changed the keyboard app and the problem is still the same this was never a problem before this new duo app update so i can only assume it has to do with duolingo,-0.6705,negative,89
RIZ Ahmed,I BET NO APP CAN TEACH YOU A LANGUAGE LIKE DUO!,5,0,6.27.4,2025-04-27 09:06:47,i bet no app can teach you a language like duo,0.0772,positive,11
Shree Mishra,yes it's good 👍🏻,4,0,6.27.4,2025-04-27 09:06:06,yes its good,0.6808,positive,3
Sujit Ingale,best,5,0,,2025-04-27 09:04:43,best,0.6369,positive,1
Ellen Dias Santos,very helpful,5,0,6.27.4,2025-04-27 09:01:49,very helpful,0.4754,positive,2
Md Emon Hossain,nice apps,5,0,,2025-04-27 09:01:39,nice apps,0.4215,positive,2
ranveer singh rathore,it's good for new learners I think I will give it 4.5 out of 5,4,0,6.27.4,2025-04-27 09:00:45,its good for new learners i think i will give it 45 out of 5,0.4404,positive,15
orjinta Jadesola,It is too pre mature for my liking I expected it to be more advanced than that downloading it is a waste of your MB trust me,2,0,,2025-04-27 09:00:17,it is too pre mature for my liking i expected it to be more advanced than that downloading it is a waste of your mb trust me,0.807,positive,27
Otaku Forever,"What is this recklessness that is happening in this application? I used to love it and learn from it, but now it is ruined and very bad. Whenever I finish a lesson, it takes me to the same page, it makes me repeat again and does not move me to the next lesson.",1,0,5.141.7,2025-04-27 08:59:46,what is this recklessness that is happening in this application i used to love it and learn from it but now it is ruined and very bad whenever i finish a lesson it takes me to the same page it makes me repeat again and does not move me to the next lesson,-0.8289,negative,53
Samir Ahmed,best,4,0,5.141.7,2025-04-27 08:58:51,best,0.6369,positive,1
عبدالرحمن المرشد Abdulrahman Almurshed,Very Nice,5,0,,2025-04-27 08:56:11,very nice,0.4754,positive,2
Sathya.K Kalirathinam,nice 👍,4,0,6.27.4,2025-04-27 08:55:41,nice,0.4215,positive,1
Niki Mcgehee,it was awesome,5,0,6.27.4,2025-04-27 08:55:32,it was awesome,0.6249,positive,3
Sherhossein Shahristani,Duolingo is the best app that i have experience with.,5,0,6.27.4,2025-04-27 08:54:54,duolingo is the best app that i have experience with,0.6369,positive,10
Favour Dike,"Here in this app, learning never ends. it has unlocked the amazing part of me.",5,0,6.26.2,2025-04-27 08:54:51,here in this app learning never ends it has unlocked the amazing part of me,0.5859,positive,15
Ryan Mickle,"I believe that Duolingo is great for learning new languages or if u just want to have some fun with friends! Even though there are some ads it only pops up once in a while, but that app i definitely recommend.",5,0,6.26.2,2025-04-27 08:54:47,i believe that duolingo is great for learning new languages or if u just want to have some fun with friends even though there are some ads it only pops up once in a while but that app i definitely recommend,0.9136,positive,41
Galileo's Journal,need indonesia turkey,4,0,6.27.4,2025-04-27 08:54:18,need indonesia turkey,0.0,neutral,3
Kurshana Makhar,he is a vear good app,5,0,,2025-04-27 08:53:49,he is a vear good app,0.4404,positive,6
Fyori Tesfalem,I love this app,5,0,6.27.4,2025-04-27 08:53:49,i love this app,0.6369,positive,4
Jigzan Eu Ern Camano,it's help me a lot🥰🥰,5,0,6.27.4,2025-04-27 08:53:43,its help me a lot,0.4019,positive,5
Vidhya J,help us to improve in education and a big fear is gone...,5,0,6.27.4,2025-04-27 08:53:11,help us to improve in education and a big fear is gone,0.34,positive,12
Souvik Biswas,super app i use 5 years 🩷,5,0,,2025-04-27 08:52:12,super app i use 5 years,0.5994,positive,6
Sanzida Sultana,i am expert but duo gives me more lesson that i dont know about and i learnd about so thats why i like duo are you agree with me?,5,0,6.27.4,2025-04-27 08:51:27,i am expert but duo gives me more lesson that i dont know about and i learnd about so thats why i like duo are you agree with me,0.7843,positive,29
Joca Armazia,eu amo,5,0,6.24.2,2025-04-27 08:51:27,eu amo,0.0,neutral,2
Sedwin Namba,love the way it gives you the correct answer afterwards. I would like if it also gave a review of the words of the previous session when still in the same day.,4,0,6.23.2,2025-04-27 08:51:14,love the way it gives you the correct answer afterwards i would like if it also gave a review of the words of the previous session when still in the same day,0.7717,positive,32
Hamed Thabet,شكرا لكم على هذا البرنامج,5,0,6.27.4,2025-04-27 08:51:10,,0.0,neutral,0
Jeleena Montalvo,I I'm learning so much it is helping me way more and very fun,5,0,6.27.4,2025-04-27 08:50:46,i im learning so much it is helping me way more and very fun,0.7233,positive,14
MAHESH KUMAR PANDEY,THE BEST LANGUAGE LEARNING APP,5,0,5.101.9,2025-04-27 08:50:44,the best language learning app,0.6369,positive,5
Elisha Vauhn Canlas,So good it helps me learn different types of language ⭐⭐,5,0,6.26.2,2025-04-27 08:50:20,so good it helps me learn different types of language,0.7233,positive,10
Sahadat Hossain,I think it's best way to learn,5,0,6.27.4,2025-04-27 08:45:07,i think its best way to learn,0.6369,positive,7
Petrus Byrne,Very helpful!!!,5,0,6.27.4,2025-04-27 08:44:46,very helpful,0.4754,positive,2
Aya Mrhili,this app is very good 😊,5,0,6.27.4,2025-04-27 08:41:12,this app is very good,0.4927,positive,5
Kavita Landge,it it's same as well-designed so you could get some great experience.,5,0,6.27.4,2025-04-27 08:40:55,it its same as welldesigned so you could get some great experience,0.6249,positive,12
Liam I,It kinda helps. but usually if u don't know something it will just put it anyways.,4,0,6.27.4,2025-04-27 08:38:19,it kinda helps but usually if u dont know something it will just put it anyways,0.1664,positive,16
Sadia Saleem Sadi saleem,i could like to use this app for improve my English language but i don't bcoz they only show sum country in his list which is difficult to choose our language like it has evenone Hindi but not urdu what about pakistani how they choose if you don't show ur main course list intermediate English which you show on picture...i try to many time with gap but i don't disappoint again n again...,1,0,5.121.10,2025-04-27 08:37:11,i could like to use this app for improve my english language but i dont bcoz they only show sum country in his list which is difficult to choose our language like it has evenone hindi but not urdu what about pakistani how they choose if you dont show ur main course list intermediate english which you show on picturei try to many time with gap but i dont disappoint again n again,0.6795,positive,73
Cristiano Ronaldo,Nice,5,0,6.26.2,2025-04-27 08:35:03,nice,0.4215,positive,1
Tesfay Berhe,this so fun and helpfull,5,0,6.27.4,2025-04-27 08:34:37,this so fun and helpfull,0.5563,positive,5
Gerri Dorscher,this app makes learning easier.,5,0,6.27.4,2025-04-27 08:32:15,this app makes learning easier,0.4215,positive,5
Adio Alia,I love ittt. kudos,5,0,6.26.2,2025-04-27 08:30:14,i love ittt kudos,0.8176,positive,4
Randy Power,It's been crashing almost every time I open now. I got 30 gems awarded but couldn't collect because it crashed! Fast forward.... IT STILL FREEZES! I CANT GET THROUGH 1 BOOK. IDIDNT WANT TO SUBSCRIBE BUT THEY CHARGED ME ANYWAY!!! It gave me the wrong word. I have a screen shot! It doesn't award what it says it will in points. You think. NOW it's very annoying that on my second time through the course it jumps ahead and skips important words and phrases. now I have to delete and start over.,2,20,6.27.4,2025-04-27 08:28:55,its been crashing almost every time i open now i got 30 gems awarded but couldnt collect because it crashed fast forward it still freezes i cant get through 1 book ididnt want to subscribe but they charged me anyway it gave me the wrong word i have a screen shot it doesnt award what it says it will in points you think now its very annoying that on my second time through the course it jumps ahead and skips important words and phrases now i have to delete and start over,-0.8949,negative,92
Luis and Aiden Ayohua-Hernandez,I LOVE DUO,5,0,6.27.4,2025-04-27 08:27:54,i love duo,0.6369,positive,3
Ash Vikram,"The application utilizes nonexistent vocabulary for alphabet instruction, resulting in a circuitous learning process. Superior alternatives are available.",3,0,6.27.4,2025-04-27 08:27:33,the application utilizes nonexistent vocabulary for alphabet instruction resulting in a circuitous learning process superior alternatives are available,0.5423,positive,18
Elham Ahmadi,It is very ridiculous,1,0,,2025-04-27 08:27:28,it is very ridiculous,-0.4201,negative,4
Ansh Gamerz 3.O,useful,5,0,6.27.4,2025-04-27 08:26:49,useful,0.4404,positive,1
Denise Alloway,duolingo is a fun good learning app but I can't be there every day to practice so it always resets me and I lose everything.,4,0,6.27.4,2025-04-27 08:25:39,duolingo is a fun good learning app but i cant be there every day to practice so it always resets me and i lose everything,-0.1154,negative,25
Chelsea Thornley,helps me in Spanish.,5,0,6.27.4,2025-04-27 08:25:28,helps me in spanish,0.3818,positive,4
Raul Mendoza,best app for teanslation,5,0,6.27.4,2025-04-27 08:25:06,best app for teanslation,0.6369,positive,4
karan kumar,pedaya to mast per kuch nahi aya,4,0,6.27.4,2025-04-27 08:23:47,pedaya to mast per kuch nahi aya,0.0,neutral,7
Eknoor,after completing one lesson it repeats if I skip it returns to choose the language you want to choose,2,0,5.121.10,2025-04-27 08:23:38,after completing one lesson it repeats if i skip it returns to choose the language you want to choose,0.0772,positive,19
Chris1991,"It's REALLY good! However, I wish it didn't charge me $160+ just for MAX subscription for a year and I just wish it would lower it a little or at least have a promotion for it or something.",4,0,6.27.4,2025-04-27 08:21:38,its really good however i wish it didnt charge me 160 just for max subscription for a year and i just wish it would lower it a little or at least have a promotion for it or something,0.7858,positive,38
Sankari Mahato,This app is very nice ☺️.,5,0,6.27.4,2025-04-27 08:20:41,this app is very nice,0.4754,positive,5
pradum malviya,best,5,0,6.27.4,2025-04-27 08:20:25,best,0.6369,positive,1
Dhanashree Patel,I think you should be a good learning app,1,0,6.27.4,2025-04-27 08:19:10,i think you should be a good learning app,0.4404,positive,9
Bhavesh Sanwal,Nice experience of using Duolingo from past November 2024 .It is my first app of learning new language digitally. One thing I got impressed with there user interface and Duolingo has less Advertising as compared to other language learning app. I know about this app from ted talk .,5,0,6.27.4,2025-04-27 08:19:03,nice experience of using duolingo from past november 2024 it is my first app of learning new language digitally one thing i got impressed with there user interface and duolingo has less advertising as compared to other language learning app i know about this app from ted talk,0.7096,positive,48
Amirhossein Najafi,it's the best app for learning english,5,0,6.27.4,2025-04-27 08:18:10,its the best app for learning english,0.6369,positive,7
Symone Hayles,excellent learning good job Duolingo,5,0,6.25.4,2025-04-27 08:17:46,excellent learning good job duolingo,0.765,positive,5
William Nelson,"Pretty good, sometimes the lessons would be better if they didn't give audio clues before you ask. This is unnecessary support which slows down lesrning.",4,0,6.27.4,2025-04-27 08:16:10,pretty good sometimes the lessons would be better if they didnt give audio clues before you ask this is unnecessary support which slows down lesrning,0.8934,positive,25
Bridget Oshe,As a 13 year old I have to say it's actually helpful and I have to say muchos gracias (thanks),5,0,6.27.4,2025-04-27 08:15:42,as a 13 year old i have to say its actually helpful and i have to say muchos gracias thanks,0.6908,positive,20
Hammad Raza,fabulous,5,0,6.27.4,2025-04-27 08:15:38,fabulous,0.5267,positive,1
otieno kenneth,So far great app,4,0,6.27.4,2025-04-27 08:14:18,so far great app,0.6573,positive,4
Selkie Choi,"pretty good, but it has some translation mistakes. but it taught me well enough that I could spot them",4,0,6.27.4,2025-04-27 08:14:00,pretty good but it has some translation mistakes but it taught me well enough that i could spot them,0.3506,positive,19
T Zaps,"I was surprised by how the knowledge percolated through without me even trying. It knows what I need to go over again and offers me that until I remember it. I was able to start at an Intermediate level, which it assessed fairly accurately although I'd have quite enjoyed going over some of the things I knew already. It's possible to learn a lot without paying anything but the Super Family plan is great because you can add people and they don't have to pay.",5,0,6.27.4,2025-04-27 08:12:18,i was surprised by how the knowledge percolated through without me even trying it knows what i need to go over again and offers me that until i remember it i was able to start at an intermediate level which it assessed fairly accurately although id have quite enjoyed going over some of the things i knew already its possible to learn a lot without paying anything but the super family plan is great because you can add people and they dont have to pay,0.945,positive,85
Abdu Noman,اناعبد الوهاب البرنامج قوه باالجليزي,5,0,,2025-04-27 08:10:25,,0.0,neutral,0
MD JIHADUL ISLAM,It's a great platform for learning a language even if you have zero knowledge! Recommended,5,0,6.27.4,2025-04-27 08:10:16,its a great platform for learning a language even if you have zero knowledge recommended,0.7096,positive,15
Sabiha Ferdous,good app 😀👍🏻,5,0,6.27.4,2025-04-27 08:09:27,good app,0.4404,positive,2
Najnin Sultana,nice,4,0,6.27.4,2025-04-27 08:07:28,nice,0.4215,positive,1
Oliver Brown,I am learning Spanish and it really helps me,5,0,6.27.4,2025-04-27 08:04:35,i am learning spanish and it really helps me,0.4391,positive,9
L S,"I was on the teacher plan + I had so many gems, one day I got on the app and they had deleted all my gems and I lost the teacher plan. If I run out of hearts before the end of the lesson it doesn't count towards my streak and I have hardly any gems smh. I have a 650+ streak and this happened around 620 or so, it's really annoying because this has been a fun app to use overall",1,0,6.27.4,2025-04-27 08:04:15,i was on the teacher plan i had so many gems one day i got on the app and they had deleted all my gems and i lost the teacher plan if i run out of hearts before the end of the lesson it doesnt count towards my streak and i have hardly any gems smh i have a 650 streak and this happened around 620 or so its really annoying because this has been a fun app to use overall,-0.5095,negative,81
Ekhator Destiny,I love the Lego because we can like learn different languages but the thing I hate about it is that like sometimes when you press the thing to like the characters to say something it just says that you can't really hear it that's the thing I hate but everything else I really like helping like learning Spanish but on my mum's phone but like so I'm downloading on my iPad so like that's why so like I hope that it's good on your iPad so like 2DS toodles like it,5,0,,2025-04-27 08:02:46,i love the lego because we can like learn different languages but the thing i hate about it is that like sometimes when you press the thing to like the characters to say something it just says that you cant really hear it thats the thing i hate but everything else i really like helping like learning spanish but on my mums phone but like so im downloading on my ipad so like thats why so like i hope that its good on your ipad so like 2ds toodles like it,0.9859,positive,91
Marvis Chama,"it's a very interesting and amazing app, it helps one to learn a language fast.",5,0,6.27.4,2025-04-27 08:02:45,its a very interesting and amazing app it helps one to learn a language fast,0.8643,positive,15
Irah Pledger,it so fun put sometimes you have to wake up early,5,0,6.27.4,2025-04-27 08:02:20,it so fun put sometimes you have to wake up early,0.5563,positive,11
Isabelle Detweiler,it works really well .One thing I would like to see in the future is a translate option. if would make. this app 10 times more efficient for daily use.,5,0,6.22.3,2025-04-27 08:01:55,it works really well one thing i would like to see in the future is a translate option if would make this app 10 times more efficient for daily use,0.7897,positive,30
Maica Viñeza,it always reminds you about your practice and always save your streak when you forget to do it. I love how they make the teaching easier and way more enjoyable.,5,0,6.26.2,2025-04-27 08:01:12,it always reminds you about your practice and always save your streak when you forget to do it i love how they make the teaching easier and way more enjoyable,0.9099,positive,30
Vilte Meskyte,Great app for learning I have been learning dutch for a while and I can already speak sentences,5,0,6.27.4,2025-04-27 08:00:10,great app for learning i have been learning dutch for a while and i can already speak sentences,0.6486,positive,18
Anatolii Artamonov,"Good, easy and simple tool to keep practicing some language learning in addition to proper class studying or just for fun.",5,0,6.27.4,2025-04-27 07:57:28,good easy and simple tool to keep practicing some language learning in addition to proper class studying or just for fun,0.8442,positive,21
Zivile Pratkelyte,i love duolingo,5,0,6.27.4,2025-04-27 07:57:25,i love duolingo,0.6369,positive,3
Damion Scott,nice,5,0,5.141.7,2025-04-27 07:56:59,nice,0.4215,positive,1
Arki,Best app so helpful 💯,5,0,6.27.4,2025-04-27 07:56:55,best app so helpful,0.807,positive,4
Sathana Sathana rechal,very nice 👍,4,0,6.24.2,2025-04-27 07:55:22,very nice,0.4754,positive,2
Daniel Micah,"I can't believe I can even communicate with Spanish friends abroad, complete projects, travel with ease etc. the little Spanish idea is just from a free learning app. Guys we spent the whole day on social media even at least 20-30mins learning our desired language will help alot",5,0,6.21.3,2025-04-27 07:53:26,i cant believe i can even communicate with spanish friends abroad complete projects travel with ease etc the little spanish idea is just from a free learning app guys we spent the whole day on social media even at least 2030mins learning our desired language will help alot,0.9136,positive,48
Ainee Ehsan,very good for learning 👏 super duo should be free for every one,5,0,6.27.4,2025-04-27 07:50:21,very good for learning super duo should be free for every one,0.8858,positive,12
Mansi Gaurav,Nice app,4,0,6.26.2,2025-04-27 07:49:58,nice app,0.4215,positive,2
Brynlee Layman,it is a really good learning app and teaches things really fast!,5,0,6.27.4,2025-04-27 07:49:45,it is a really good learning app and teaches things really fast,0.4927,positive,12
Cailen Scholfield,I just stared and I can rember the words I learned easily for Japanese,5,0,6.27.4,2025-04-27 07:49:39,i just stared and i can rember the words i learned easily for japanese,0.34,positive,14
Charles Nwaobasi,Duolingo is a good App!,5,0,6.27.4,2025-04-27 07:48:57,duolingo is a good app,0.4404,positive,5
Santanu Biswas,good,5,0,,2025-04-27 07:47:04,good,0.4404,positive,1
Dazeurea's Existence,I love this learning app but the writing translation feature is annoying me because it doesn't register some letters which makes me stuck in a lesson because it won't be correct. I've reported it multiple times but no change happened.,4,0,6.27.4,2025-04-27 07:44:34,i love this learning app but the writing translation feature is annoying me because it doesnt register some letters which makes me stuck in a lesson because it wont be correct ive reported it multiple times but no change happened,-0.7391,negative,40
Senthil Kumar D G,learning through fun!!,5,0,6.27.4,2025-04-27 07:42:55,learning through fun,0.5106,positive,3
Ellie Ansah,"I am on a computer and I cant touch the correct piano notes. But other wise Duolingo is a great app for your child to learn, for example Math Piano, Latin, Spanish and those are just some of the options they give you. So download Duolingo today! 4 stars.",4,0,6.27.4,2025-04-27 07:42:12,i am on a computer and i cant touch the correct piano notes but other wise duolingo is a great app for your child to learn for example math piano latin spanish and those are just some of the options they give you so download duolingo today 4 stars,0.8957,positive,49
Lucyann Njoki,wonderful leaning,5,0,6.27.4,2025-04-27 07:40:41,wonderful leaning,0.5719,positive,2
Farhan Saiyad,good,3,0,6.26.2,2025-04-27 07:39:31,good,0.4404,positive,1
Aaliyah Isaiah,thank you pipo,5,0,6.27.4,2025-04-27 07:37:56,thank you pipo,0.3612,positive,3
April Mar Bongato,"Guys to those who want to know,this is a app who can teach you the language you want to learn.Like me I did learn Korean. Try it now!😉✌️",5,0,6.27.4,2025-04-27 07:36:15,guys to those who want to knowthis is a app who can teach you the language you want to learnlike me i did learn korean try it now,0.1531,positive,28
Sheena Janardhanan Nair,good and nice please add languages for malayalam speaker's and for english speakers pls add tamil also,5,0,6.27.4,2025-04-27 07:35:56,good and nice please add languages for malayalam speakers and for english speakers pls add tamil also,0.8074,positive,17
MD Abdullah Foysal,Khoob mojadar ekti apps spoken English Shikhar Jonno khubi bao Bhumika rakhen ei apps ti,5,0,6.27.4,2025-04-27 07:35:52,khoob mojadar ekti apps spoken english shikhar jonno khubi bao bhumika rakhen ei apps ti,0.0,neutral,15
ADA SIPIONE,nice 👍,5,0,6.27.4,2025-04-27 07:35:28,nice,0.4215,positive,1
Md Juwel,Nice apps,5,0,6.27.4,2025-04-27 07:35:20,nice apps,0.4215,positive,2
Rani Bhoyar,thank you,5,0,6.27.4,2025-04-27 07:35:06,thank you,0.3612,positive,2
Zarnab Noor,i love this app.,3,0,6.27.4,2025-04-27 07:33:49,i love this app,0.6369,positive,4
David Lemonadee,The best features are all pay walled and the paid plans are absurdly over priced. The free version is chock-full of ads. They essentially make it impossible to make any serious progress without paying for one of the over priced plans.,1,0,6.27.4,2025-04-27 07:33:02,the best features are all pay walled and the paid plans are absurdly over priced the free version is chockfull of ads they essentially make it impossible to make any serious progress without paying for one of the over priced plans,0.8625,positive,41
Hudha Saleem - 47,wow you guys you should download this is very good if you want to study languages or English and maths,5,0,6.27.4,2025-04-27 07:32:15,wow you guys you should download this is very good if you want to study languages or english and maths,0.807,positive,20
Kadir Ahmed,this app is very very good 😊,5,0,6.24.2,2025-04-27 07:31:47,this app is very very good,0.5379,positive,6
L L,日本語訳のテストがアホすぎる,1,0,,2025-04-27 07:31:35,,0.0,neutral,0
Ravi Kumar,बढ़िया है भाई,2,0,6.27.4,2025-04-27 07:27:58,,0.0,neutral,0
Esteban Mateo Aybar,Excelente aplicacion para aprender Idiomas.,5,0,6.27.4,2025-04-27 07:27:41,excelente aplicacion para aprender idiomas,0.0,neutral,5
shane whelan,This helped me learn German and Korean really fast!I definitely recommend this app if you want to learn any language:33,5,0,6.27.4,2025-04-27 07:26:13,this helped me learn german and korean really fasti definitely recommend this app if you want to learn any language33,0.722,positive,20
Exo xo,muy bien,4,0,6.27.4,2025-04-27 07:25:27,muy bien,0.0,neutral,2
Abhishek Anil,sehr gut und toll,5,0,6.27.4,2025-04-27 07:25:12,sehr gut und toll,0.0,neutral,4
David Z,Nice app but sometimes really really buggy,1,0,6.27.4,2025-04-27 07:24:37,nice app but sometimes really really buggy,0.2263,positive,7
Rethabile Ndlovu,l love duolingo it is the best thing ever it helps kids learn.,5,0,6.27.4,2025-04-27 07:24:05,l love duolingo it is the best thing ever it helps kids learn,0.9001,positive,13
Vinicius Vieira,Grato!,5,0,6.27.4,2025-04-27 07:23:35,grato,0.0,neutral,1
Forshena Hasan,It's a nice app to learn any language as a beginner,4,0,6.27.4,2025-04-27 07:23:17,its a nice app to learn any language as a beginner,0.4215,positive,11
Dharmendrasinh Gohil,it's very nice to learn any language in free and very nicely we could understand and repeat our mistakes,5,0,6.27.4,2025-04-27 07:22:35,its very nice to learn any language in free and very nicely we could understand and repeat our mistakes,0.7956,positive,19
Jana Pavleska,hate it bye🤡🤣🤣you are dumb duolingo hahaha,1,0,6.27.4,2025-04-27 07:21:14,hate it byeyou are dumb duolingo hahaha,-0.5267,negative,7
tangerbVelle Tagr,انهو رائع جدا يعطيك تعالم,5,0,6.27.4,2025-04-27 07:20:54,,0.0,neutral,0
Ismail Mailanyi,"Good to start language learning journey. However, Never learning the language significantly. Not immersive enough.",4,0,,2025-04-27 07:20:49,good to start language learning journey however never learning the language significantly not immersive enough,0.4404,positive,15
R Praneeth IX A,Nice application,5,0,6.26.2,2025-04-27 07:20:46,nice application,0.4215,positive,2
Folake Odupelu,it ok but doing it everyday but ....YOU CAN DO THE TRIAL FOR 2 DAYS FREE AND THEY TELL YOU WHEN IT ENDS!!,4,0,6.25.4,2025-04-27 07:18:26,it ok but doing it everyday but you can do the trial for 2 days free and they tell you when it ends,0.7227,positive,23
Anil Yadav,nice 🙏🙏👾,1,0,6.25.4,2025-04-27 07:18:04,nice,0.4215,positive,1
Shahbaz Sattar,this app is amazing OMG I love this app,5,0,6.27.4,2025-04-27 07:15:20,this app is amazing omg i love this app,0.8402,positive,9
Ramadhan Shein,good and easy application for learning languages,5,0,6.27.4,2025-04-27 07:14:45,good and easy application for learning languages,0.7003,positive,7
Amirul,Make an option to use kanji for Japanese lesson,1,0,5.136.3,2025-04-27 07:14:41,make an option to use kanji for japanese lesson,0.0,neutral,9
Syed.Aasiya Banu,must try easy understand good for learning highly recommended,5,0,6.27.4,2025-04-27 07:14:01,must try easy understand good for learning highly recommended,0.7841,positive,9
lovely bagtasos,"I can't log in, in my old account this my 4th account by the way. Also bring back the see details when you click on the section",4,0,6.27.4,2025-04-27 07:13:55,i cant log in in my old account this my 4th account by the way also bring back the see details when you click on the section,0.0,neutral,27
ᅳliaa,The upgrade is so cute and fun to learn,4,0,6.27.4,2025-04-27 07:12:46,the upgrade is so cute and fun to learn,0.8141,positive,9
arta,I usually don't use learning apps alot except of I'm in school or I'm doing my homework but duolingo is dp fun,5,0,6.27.4,2025-04-27 07:11:35,i usually dont use learning apps alot except of im in school or im doing my homework but duolingo is dp fun,0.6652,positive,22
Marlene Sylas,I'm really enjoying this!,5,0,6.27.4,2025-04-27 07:11:20,im really enjoying this,0.5709,positive,4
Daniel Samuel,great app for learning any language,4,0,6.26.2,2025-04-27 07:07:37,great app for learning any language,0.6249,positive,6
Lee Ison,رائععع,5,0,6.27.4,2025-04-27 07:05:20,,0.0,neutral,0
Fazal Mohamed,THANK YOU,5,0,,2025-04-27 07:04:00,thank you,0.3612,positive,2
Asty Novita,easy learing!,5,0,6.27.4,2025-04-27 07:01:38,easy learing,0.4404,positive,2
Pari Chaudhary,It makes me a topper in english,5,0,6.26.2,2025-04-27 07:01:20,it makes me a topper in english,0.0,neutral,7
Reessing Ana-Maria,Good,4,0,6.27.4,2025-04-27 06:59:28,good,0.4404,positive,1
